info_id,emp_id,number_consumers,dining_table_id,dining_table_name,expenditure,dishes_count,accounts_payable,use_start_time,lock_time,org_id,order_status,phone
860,1118,2,1482,1003,133,3,133,2016/8/20 12:06,2016/8/20 12:09,330,1,18688880215
491,1169,6,1489,1010,134,8,134,2016/8/2 21:36,2016/8/2 21:54,330,1,18688880298
344,1343,2,1402,1003,134,4,134,2016/8/10 13:14,2016/8/10 13:30,328,1,18688880542
1010,1108,9,1495,1016,135,4,135,2016/8/28 21:37,2016/8/28 21:46,330,1,18688880112
543,1160,2,1481,1002,136,7,136,2016/8/14 18:51,2016/8/14 19:04,330,1,18688880289
651,1593,3,1485,1006,137,5,137,2016/8/1 18:12,2016/8/1 18:20,330,1,18688880792
177,1141,2,1401,1002,137,4,137,2016/8/3 12:56,2016/8/3 13:00,328,1,18688880270
449,1167,2,1481,1002,137,6,137,2016/8/21 18:58,2016/8/21 19:03,330,1,18688880331
516,1177,2,1482,1003,138,7,138,2016/8/8 21:48,2016/8/8 22:04,330,1,18688880356
610,1571,6,1489,1010,139,7,139,2016/8/5 18:37,2016/8/5 18:48,330,1,18688880770
632,1440,2,1480,1001,140,10,140,2016/8/17 20:25,2016/8/17 20:33,330,1,18688880639
475,1166,6,1488,1009,142,7,142,2016/8/6 19:05,2016/8/6 19:22,330,1,18688880231
782,1167,2,1480,1001,142,6,142,2016/8/7 11:10,2016/8/7 11:23,330,1,18688880296
540,1127,8,1507,1028,143,6,143,2016/8/8 19:53,2016/8/8 19:59,330,1,18688880256
715,1334,2,1482,1003,143,6,143,2016/8/15 17:00,2016/8/15 17:18,330,1,18688880533
292,989,2,1402,1003,143,4,143,2016/8/26 14:03,2016/8/26 14:04,328,1,18688880008
446,1166,2,1482,1003,143,6,143,2016/8/30 18:06,2016/8/30 18:15,330,1,18688880231
515,1161,2,1482,1003,143,5,143,2016/8/30 21:57,2016/8/30 22:00,330,1,18688880329
305,1008,2,1431,1032,144,8,144,2016/8/23 12:15,2016/8/23 12:32,328,1,18688880027
365,992,2,460,1002,146,6,146,2016/8/2 13:19,2016/8/2 13:29,304,1,18688880011
1101,1214,6,1486,1007,146,6,146,2016/8/14 18:24,2016/8/14 18:38,330,1,18688880413
285,1087,2,1402,1003,147,5,147,2016/8/9 12:20,2016/8/9 12:24,328,1,18688880166
1161,1157,4,1484,1005,148,4,148,2016/8/20 18:29,2016/8/20 18:34,330,1,18688880228
1212,1085,6,1486,1007,148,9,148,2016/8/28 17:46,2016/8/28 17:53,330,1,18688880204
1250,1550,6,1486,1007,149,5,149,2016/8/6 21:57,2016/8/6 22:06,330,1,18688880749
854,1140,2,1481,1002,149,8,149,2016/8/7 13:24,2016/8/7 13:39,330,1,18688880269
277,1231,2,1411,1001,149,5,149,2016/8/15 11:28,2016/8/15 11:46,328,1,18688880429
601,1010,10,1509,1030,152,7,152,2016/8/12 17:25,2016/8/12 17:31,330,1,18688880029
727,1198,2,1480,1001,153,6,153,2016/8/16 21:15,2016/8/16 21:24,330,1,18688880377
493,1100,8,1508,1029,153,4,153,2016/8/22 20:18,2016/8/22 20:19,330,1,18688880209
1108,1140,3,1484,1005,154,5,154,2016/8/6 21:16,2016/8/6 21:33,330,1,18688880322
440,1462,5,1515,1036,154,7,154,2016/8/19 17:05,2016/8/19 17:14,330,1,18688880661
294,990,3,1421,1022,155,5,155,2016/8/10 12:57,2016/8/10 13:12,328,1,18688880009
1202,1122,8,1490,1011,156,7,156,2016/8/14 18:03,2016/8/14 18:44,330,1,18688880316
341,1004,3,1409,1010,156,6,156,2016/8/28 12:04,2016/8/28 12:07,328,1,18688880023
787,1413,2,1481,1002,157,6,157,2016/8/14 13:49,2016/8/14 14:05,330,1,18688880612
550,1118,3,1485,1006,157,7,157,2016/8/15 17:46,2016/8/15 18:02,330,1,18688880197
1259,1115,3,1483,1004,158,4,158,2016/8/4 18:52,2016/8/4 19:03,330,1,18688880194
1195,1588,4,1500,1021,158,4,158,2016/8/20 20:16,2016/8/20 20:31,330,1,18688880787
333,1249,3,1403,1004,159,5,159,2016/8/5 12:01,2016/8/5 12:19,328,1,18688880447
713,1162,2,1481,1002,159,8,159,2016/8/18 18:51,2016/8/18 19:06,330,1,18688880291
678,1183,7,1492,1013,160,7,160,2016/8/10 17:40,2016/8/10 17:55,330,1,18688880362
616,1133,2,1480,1001,160,4,160,2016/8/10 20:34,2016/8/10 20:49,330,1,18688880262
1247,1386,6,1487,1008,160,5,160,2016/8/20 20:50,2016/8/20 21:06,330,1,18688880585
807,1575,2,1480,1001,161,7,161,2016/8/19 12:37,2016/8/21 12:40,330,1,18688880774
353,984,3,1406,1007,163,5,163,2016/8/16 13:05,2016/8/16 13:12,328,1,18688880003
633,1111,8,1492,1013,163,7,163,2016/8/18 19:40,2016/8/18 19:48,330,1,18688880113
671,1084,2,1482,1003,163,8,163,2016/8/30 19:25,2016/8/30 19:44,330,1,18688880104
622,1220,4,1483,1004,164,7,164,2016/8/1 17:40,2016/8/1 17:47,330,1,18688880419
1044,1247,4,1500,1021,164,5,164,2016/8/13 17:08,2016/8/13 17:21,330,1,18688880445
753,1118,2,1482,1003,164,6,164,2016/8/24 20:06,2016/8/24 20:18,330,1,18688880215
775,1087,2,1480,1001,164,6,164,2016/8/29 17:46,2016/8/29 18:02,330,1,18688880105
417,1442,4,1501,1022,165,5,165,2016/8/1 11:05,2016/8/1 11:11,330,1,18688880641
522,1379,8,1508,1029,165,7,165,2016/8/14 20:36,2016/8/14 20:40,330,1,18688880578
1037,1027,4,1483,1004,166,6,166,2016/8/26 21:31,2016/8/26 21:41,330,1,18688880046
452,1114,8,1492,1013,167,7,167,2016/8/1 21:19,2016/8/1 21:29,330,1,18688880193
862,1010,2,1481,1002,167,6,167,2016/8/20 13:39,2016/8/20 13:49,330,1,18688880029
834,1083,2,1480,1001,167,5,167,2016/8/27 11:04,2016/8/27 11:07,330,1,18688880303
631,1188,4,1485,1006,168,6,168,2016/8/2 17:57,2016/8/2 18:00,330,1,18688880367
1168,1548,3,1484,1005,168,10,168,2016/8/14 21:31,2016/8/14 21:38,330,1,18688880747
510,1216,6,1486,1007,169,9,169,2016/8/12 19:09,2016/8/12 19:22,330,1,18688880415
1076,1023,4,1485,1006,169,8,169,2016/8/27 19:01,2016/8/27 19:11,330,1,18688880042
1243,1217,2,1480,1001,170,5,170,2016/8/13 21:43,2016/8/13 21:58,330,1,18688880416
280,1522,2,1402,1003,170,5,170,2016/8/15 12:24,2016/8/15 12:43,328,1,18688880721
401,1456,10,1495,1016,172,6,172,2016/8/17 13:26,2016/8/17 13:42,330,1,18688880655
590,1077,4,1483,1004,172,6,172,2016/8/25 18:37,2016/8/25 18:45,330,1,18688880301
867,1014,2,1482,1003,172,7,172,2016/8/28 11:19,2016/8/28 11:28,330,1,18688880033
1160,1155,8,1490,1011,172,6,172,2016/8/28 20:10,2016/8/28 20:14,330,1,18688880327
843,1270,2,1480,1001,173,6,173,2016/8/13 12:26,2016/8/13 12:41,330,1,18688880468
903,1014,5,1486,1007,173,7,173,2016/8/20 19:00,2016/8/20 19:16,330,1,18688880033
498,1596,8,1507,1028,175,6,175,2016/8/11 20:00,2016/8/11 20:12,330,1,18688880795
276,1033,2,1400,1001,175,5,175,2016/8/24 11:18,2016/8/24 11:22,328,1,18688880052
351,1610,2,1403,1004,176,5,176,2016/8/7 12:23,2016/8/7 12:41,328,1,18688880809
1171,1100,4,1484,1005,176,7,176,2016/8/27 21:57,2016/8/27 21:50,330,1,18688880209
674,1089,6,1503,1024,178,5,178,2016/8/24 19:10,2016/8/24 19:17,330,1,18688880305
239,1087,2,1401,1002,182,4,182,2016/8/7 11:30,2016/8/7 11:40,328,1,18688880166
677,1190,10,1497,1018,183,5,183,2016/8/6 20:48,2016/8/6 21:00,330,1,18688880369
1240,1133,4,1500,1021,183,5,183,2016/8/28 19:45,2016/8/28 19:49,330,1,18688880220
734,1278,2,1481,1002,184,5,184,2016/8/2 18:20,2016/8/2 18:27,330,1,18688880476
396,1533,4,1500,1021,184,6,184,2016/8/7 13:35,2016/8/7 13:44,330,1,18688880732
402,1025,2,1481,1002,184,5,184,2016/8/28 12:26,2016/8/28 12:29,330,1,18688880044
1278,1158,2,1480,1001,185,6,185,2016/8/6 20:40,2016/8/6 20:42,330,1,18688880287
699,1146,2,1480,1001,185,8,185,2016/8/12 18:07,2016/8/12 18:19,330,1,18688880275
178,994,3,1422,1023,185,6,185,2016/8/27 11:17,2016/8/27 11:21,328,1,18688880013
1182,1097,8,1490,1011,185,8,185,2016/8/27 19:03,2016/8/27 19:08,330,1,18688880208
877,1589,3,1483,1004,186,8,186,2016/8/21 12:10,2016/8/21 12:21,330,1,18688880788
541,1151,2,1480,1001,189,7,189,2016/8/5 18:35,2016/8/5 18:52,330,1,18688880280
212,1283,2,1401,1002,189,5,189,2016/8/21 12:26,2016/8/21 12:39,328,1,18688880482
369,1467,8,1490,1011,190,5,190,2016/8/11 12:54,2016/8/11 12:59,330,1,18688880666
1199,1128,6,1486,1007,192,8,192,2016/8/21 21:55,2016/8/21 22:04,330,1,18688880318
1263,1420,5,1487,1008,193,7,193,2016/8/7 19:59,2016/8/7 20:04,330,1,18688880619
892,989,2,1481,1002,194,6,194,2016/8/5 13:40,2016/8/5 13:56,330,1,18688880008
1012,1106,8,1491,1012,194,6,194,2016/8/6 17:36,2016/8/6 17:55,330,1,18688880185
425,1114,3,1484,1005,195,6,195,2016/8/21 11:53,2016/8/21 12:01,330,1,18688880114
1227,1549,2,1481,1002,196,9,196,2016/8/6 21:56,2016/8/6 22:01,330,1,18688880748
406,1209,8,1491,1012,196,5,196,2016/8/7 11:45,2016/8/7 11:07,330,1,18688880408
1057,1551,5,1487,1008,196,4,196,2016/8/14 21:39,2016/8/14 21:16,330,1,18688880750
137,1248,4,685,1006,197,9,197,2016/8/3 14:01,2016/8/3 14:05,310,1,18688880446
1143,1158,2,1480,1001,199,7,199,2016/8/14 21:57,2016/8/14 22:09,330,1,18688880287
304,1468,2,1402,1003,200,7,200,2016/8/17 13:15,2016/8/17 13:21,328,1,18688880667
1031,1208,8,1491,1012,201,5,201,2016/8/6 20:19,2016/8/6 20:23,330,1,18688880407
338,982,2,1403,1004,201,6,201,2016/8/9 11:18,2016/8/9 11:27,328,1,18688880001
332,1029,4,1420,1021,201,10,201,2016/8/29 11:47,2016/8/29 11:58,328,1,18688880048
656,1502,2,1482,1003,202,6,202,2016/8/9 20:41,2016/8/9 20:50,330,1,18688880701
1085,1165,6,1487,1008,202,10,202,2016/8/13 20:57,2016/8/13 21:15,330,1,18688880131
343,993,3,1405,1006,202,6,202,2016/8/24 11:49,2016/8/24 11:59,328,1,18688880012
588,1092,5,1487,1008,203,4,203,2016/8/29 19:08,2016/8/29 19:25,330,1,18688880306
1103,1321,4,1485,1006,204,9,204,2016/8/6 19:50,2016/8/6 20:00,330,1,18688880520
830,1076,2,1481,1002,205,6,205,2016/8/27 11:37,2016/8/27 11:45,330,1,18688880201
722,1076,2,1482,1003,205,5,205,2016/8/29 18:59,2016/8/29 19:12,330,1,18688880201
898,1260,4,1483,1004,206,3,206,2016/8/13 13:13,2016/8/13 13:16,330,1,18688880458
1131,1019,6,1489,1010,206,11,206,2016/8/13 20:12,2016/8/13 20:18,330,1,18688880038
470,1131,8,1517,1038,206,5,206,2016/8/24 21:26,2016/8/24 21:43,330,1,18688880319
208,982,3,1435,1036,206,6,206,2016/8/26 13:53,2016/8/26 14:09,328,1,18688880001
778,1020,2,1481,1002,207,6,207,2016/8/6 18:54,2016/8/6 19:08,330,1,18688880039
1095,1130,8,1494,1015,207,8,207,2016/8/27 20:45,2016/8/27 21:01,330,1,18688880219
481,1195,2,1480,1001,208,8,208,2016/8/8 18:08,2016/8/8 18:19,330,1,18688880374
1098,1560,6,1489,1010,210,9,210,2016/8/14 21:04,2016/8/14 21:18,330,1,18688880759
666,1076,2,1482,1003,210,8,210,2016/8/23 17:53,2016/8/23 18:05,330,1,18688880201
368,1125,4,1500,1021,211,6,211,2016/8/2 13:08,2016/8/2 13:22,330,1,18688880317
483,1024,8,1497,1018,211,5,211,2016/8/27 18:23,2016/8/27 18:36,330,1,18688880043
693,1015,3,1483,1004,212,7,212,2016/8/13 19:41,2016/8/13 19:51,330,1,18688880034
389,1523,4,1485,1006,213,6,213,2016/8/12 13:42,2016/8/12 13:49,330,1,18688880722
1058,1031,10,1509,1030,214,6,214,2016/8/28 20:15,2016/8/28 20:22,330,1,18688880050
411,1097,4,1485,1006,214,2,214,2016/8/31 13:29,,330,0,18688880208
163,988,2,1400,1001,217,10,217,2016/8/25 12:15,2016/8/25 12:33,328,1,18688880007
306,1227,3,1403,1004,218,9,218,2016/8/8 11:33,2016/8/8 11:47,328,1,18688880425
297,987,3,1407,1008,219,6,219,2016/8/28 12:34,2016/8/28 12:48,328,1,18688880006
755,1105,3,1484,1005,220,6,220,2016/8/7 17:58,2016/8/7 17:20,330,1,18688880111
1293,1132,2,1482,1003,222,5,222,2016/8/7 20:39,2016/8/7 20:51,330,1,18688880120
861,1178,9,1483,1004,222,4,222,2016/8/13 12:59,2016/8/13 13:16,330,1,18688880357
1104,1118,5,1488,1009,222,7,222,2016/8/28 19:24,2016/8/28 19:44,330,1,18688880215
525,1160,6,1489,1010,223,10,223,2016/8/18 19:35,2016/8/18 19:45,330,1,18688880289
1002,1145,6,467,1009,224,7,224,2016/8/6 17:55,2016/8/6 18:07,304,1,18688880274
242,991,3,1402,1003,224,11,224,2016/8/9 13:26,2016/8/9 13:30,328,1,18688880010
600,1126,4,1483,1004,224,6,224,2016/8/11 18:03,2016/8/11 18:15,330,1,18688880255
627,1077,4,1485,1006,224,5,224,2016/8/26 20:33,2016/8/26 20:42,330,1,18688880301
770,1094,2,1482,1003,225,7,225,2016/8/16 21:08,2016/8/16 21:27,330,1,18688880207
310,1303,2,1402,1003,227,4,227,2016/8/4 11:58,2016/8/4 12:06,328,1,18688880502
1176,1554,4,1484,1005,227,9,227,2016/8/12 20:16,2016/8/12 20:21,330,1,18688880753
811,1555,2,1481,1002,227,5,227,2016/8/20 12:35,2016/8/20 12:51,330,1,18688880754
191,994,4,1404,1005,227,5,227,2016/8/24 11:52,2016/8/24 12:03,328,1,18688880013
744,1403,3,1483,1004,229,5,229,2016/8/16 18:44,2016/8/16 18:59,330,1,18688880602
384,1148,6,1504,1025,231,7,231,2016/8/5 12:23,2016/8/5 12:32,330,1,18688880277
340,1230,3,1407,1008,232,8,232,2016/8/14 12:30,2016/8/14 12:34,328,1,18688880428
581,1262,8,1483,1004,233,9,233,2016/8/18 20:42,2016/8/18 20:53,330,1,18688880460
1230,1106,6,1486,1007,234,8,234,2016/8/27 19:32,2016/8/27 19:39,330,1,18688880211
1084,1106,8,1491,1012,234,7,234,2016/8/28 18:26,2016/8/28 18:39,330,1,18688880211
391,1253,6,1515,1036,236,7,236,2016/8/6 11:58,2016/8/6 12:14,330,1,18688880451
1271,1188,4,1483,1004,236,8,236,2016/8/13 17:49,2016/8/13 18:07,330,1,18688880367
750,1459,2,1481,1002,237,7,237,2016/8/6 17:11,2016/8/6 17:27,330,1,18688880658
193,1084,3,1401,1005,238,8,238,2016/8/2 11:20,2016/8/2 11:33,328,1,18688880163
203,1250,3,1435,1006,238,7,238,2016/8/6 13:13,2016/8/6 13:29,328,1,18688880448
729,1372,3,1484,1005,238,11,238,2016/8/17 18:14,2016/8/17 18:21,330,1,18688880571
1265,1475,8,1492,1013,238,9,238,2016/8/20 19:37,2016/8/20 19:49,330,1,18688880674
1285,1388,5,1487,1008,238,8,238,2016/8/21 18:25,2016/8/21 18:34,330,1,18688880587
539,1110,10,1519,1040,238,6,238,2016/8/30 20:30,2016/8/30 20:43,330,1,18688880312
381,1243,4,1487,1008,239,7,239,2016/8/1 13:15,2016/8/1 13:23,330,1,18688880441
1258,1606,2,1480,1001,240,9,240,2016/8/6 18:51,2016/8/6 19:09,330,1,18688880805
172,1590,3,1409,1005,242,8,242,2016/8/16 13:56,2016/8/16 14:08,328,1,18688880789
571,1170,7,1508,1029,243,5,243,2016/8/8 19:25,2016/8/8 19:35,330,1,18688880299
1313,1119,10,1483,1004,243,6,243,2016/8/27 18:33,2016/8/27 18:42,330,1,18688880315
1059,1423,3,1483,1004,245,6,245,2016/8/14 19:43,2016/8/14 19:53,330,1,18688880622
463,1355,6,1514,1035,245,5,245,2016/8/20 20:23,2016/8/20 20:27,330,1,18688880554
179,992,3,1403,1004,247,9,247,2016/8/29 12:12,2016/8/29 12:22,328,1,18688880011
414,1264,9,1495,1016,248,12,248,2016/8/13 12:56,2016/8/13 13:01,330,1,18688880462
524,1381,8,1518,1039,249,7,249,2016/8/6 20:36,2016/8/6 20:48,330,1,18688880580
545,1117,4,1483,1004,250,9,250,2016/8/5 20:59,2016/8/5 21:15,330,1,18688880196
283,1519,3,1420,1021,250,8,250,2016/8/7 11:04,2016/8/7 11:09,328,1,18688880718
566,1091,3,1483,1004,250,8,250,2016/8/22 17:03,2016/8/22 17:08,330,1,18688880206
1136,1096,4,1484,1005,251,6,251,2016/8/13 21:57,2016/8/13 22:05,330,1,18688880175
182,994,5,1406,1007,251,8,251,2016/8/18 11:30,2016/8/18 11:36,328,1,18688880013
552,1112,8,1492,1013,253,11,253,2016/8/26 17:51,2016/8/26 17:58,330,1,18688880213
1003,1600,2,459,1001,255,10,255,2016/8/7 18:59,2016/8/7 19:13,304,1,18688880799
635,1184,6,1489,1010,255,7,255,2016/8/9 18:00,2016/8/9 18:11,330,1,18688880363
532,1116,9,1483,1004,255,4,255,2016/8/22 17:47,2016/8/22 18:02,330,1,18688880314
1298,1244,2,1482,1003,256,9,256,2016/8/6 18:16,2016/8/6 18:29,330,1,18688880442
810,1335,4,1502,1023,256,9,256,2016/8/20 13:22,2016/8/20 13:27,330,1,18688880534
508,1238,2,1480,1001,259,10,259,2016/8/6 20:37,2016/8/6 20:50,330,1,18688880436
1172,1373,4,1484,1005,259,7,259,2016/8/21 18:07,2016/8/21 18:15,330,1,18688880572
166,986,2,1402,1003,260,7,260,2016/8/2 11:22,2016/8/2 11:30,328,1,18688880005
287,1179,3,1406,1015,261,7,261,2016/8/20 13:41,2016/8/20 13:50,328,1,18688880358
808,1133,3,1502,1023,262,9,262,2016/8/14 12:09,2016/8/14 12:15,330,1,18688880262
647,1094,4,1485,1006,262,9,262,2016/8/31 21:37,2016/8/31 21:55,330,1,18688880207
655,1268,8,1492,1013,263,10,263,2016/8/1 17:32,2016/8/1 17:44,330,1,18688880466
741,1091,4,1484,1005,263,8,263,2016/8/24 17:51,2016/8/24 18:06,330,1,18688880206
1274,1167,4,1483,1004,264,7,264,2016/8/6 20:50,2016/8/6 21:01,330,1,18688880296
419,1071,6,1489,1010,264,6,264,2016/8/31 12:19,2016/8/31 12:29,330,1,18688880096
1138,1223,2,1480,1001,265,9,265,2016/8/7 20:16,2016/8/7 20:22,330,1,18688880422
441,1534,4,1484,1005,265,7,265,2016/8/10 19:35,2016/8/10 19:57,330,1,18688880733
274,997,2,1407,1003,266,9,266,2016/8/25 11:54,2016/8/25 11:59,328,1,18688880016
1093,1471,8,1493,1014,267,6,267,2016/8/14 17:31,2016/8/14 17:36,330,1,18688880670
279,1031,2,1401,1002,267,5,267,2016/8/23 12:19,2016/8/23 12:28,328,1,18688880050
1091,1155,8,1490,1011,268,10,268,2016/8/13 18:05,2016/8/13 18:14,330,1,18688880284
1052,1125,2,1482,1003,268,9,268,2016/8/14 17:59,2016/8/14 18:05,330,1,18688880317
850,1504,2,1480,1001,268,3,268,2016/8/21 12:54,,330,0,18688880703
432,1175,2,1481,1002,269,6,269,2016/8/3 12:52,2016/8/3 13:10,330,1,18688880354
762,1138,4,1500,1021,269,7,269,2016/8/5 17:11,2016/8/5 17:18,330,1,18688880267
1267,1599,4,1483,1004,269,8,269,2016/8/6 21:39,2016/8/6 21:49,330,1,18688880798
476,998,4,1489,1010,269,6,269,2016/8/23 20:02,2016/8/23 20:13,330,1,18688880017
412,1169,5,1487,1008,270,9,270,2016/8/11 11:59,2016/8/11 12:07,330,1,18688880298
361,995,2,1409,1010,270,5,270,2016/8/27 11:15,2016/8/27 11:25,328,1,18688880014
735,1132,2,1481,1002,270,8,270,2016/8/30 18:13,2016/8/30 18:18,330,1,18688880120
1144,1542,3,1484,1005,272,7,272,2016/8/21 18:45,2016/8/21 18:56,330,1,18688880741
1133,1093,4,1484,1005,273,8,273,2016/8/13 20:43,2016/8/13 20:56,330,1,18688880172
1296,1122,10,1497,1018,274,6,274,2016/8/14 20:36,2016/8/14 20:48,330,1,18688880251
1269,1152,8,1504,1025,274,5,274,2016/8/28 21:29,2016/8/28 21:32,330,2,18688880326
544,1084,2,1480,1001,277,7,277,2016/8/15 17:55,2016/8/15 18:07,330,1,18688880104
303,1004,4,1421,1022,277,10,277,2016/8/27 13:57,2016/8/27 14:05,328,1,18688880023
521,1163,8,1517,1038,277,7,277,2016/8/28 19:58,2016/8/28 20:04,330,1,18688880230
1169,1146,4,1484,1005,278,7,278,2016/8/7 20:01,2016/8/7 20:15,330,1,18688880275
349,1305,3,1424,1025,278,8,278,2016/8/13 13:32,2016/8/13 13:47,328,1,18688880504
313,1226,3,1409,1010,279,13,279,2016/8/5 13:35,2016/8/5 13:50,328,1,18688880424
806,1099,4,1484,1005,279,9,279,2016/8/27 11:10,2016/8/27 11:17,330,1,18688880109
542,1154,3,1483,1004,281,9,281,2016/8/16 17:30,2016/8/16 17:49,330,1,18688880283
1141,1567,4,1485,1006,281,15,281,2016/8/20 19:36,2016/8/20 19:47,330,1,18688880766
637,1207,6,1489,1010,282,8,282,2016/8/10 19:55,2016/8/10 20:03,330,1,18688880406
520,1099,4,1483,1004,282,7,282,2016/8/17 18:40,2016/8/17 18:56,330,1,18688880109
1036,1021,7,1492,1013,283,11,283,2016/8/27 19:17,2016/8/27 19:25,330,1,18688880040
1099,1218,6,1488,1009,284,10,284,2016/8/20 18:56,2016/8/20 19:04,330,1,18688880417
312,1251,3,1435,1036,286,7,286,2016/8/8 13:58,2016/8/8 14:09,328,1,18688880449
1163,1537,8,1490,1011,286,10,286,2016/8/20 21:05,2016/8/20 21:16,330,1,18688880736
1210,1161,8,1484,1005,288,5,288,2016/8/20 20:34,2016/8/20 20:45,330,1,18688880290
428,1349,4,1483,1004,289,8,289,2016/8/7 11:14,2016/8/7 11:17,330,1,18688880548
668,1232,8,1499,1020,291,5,291,2016/8/4 18:05,2016/8/4 18:20,330,1,18688880430
1251,1121,8,1490,1011,292,11,292,2016/8/6 18:32,2016/8/6 18:37,330,1,18688880250
597,1545,4,1510,1031,293,9,293,2016/8/17 19:30,2016/8/17 19:43,330,1,18688880744
517,1008,2,1480,1001,294,7,294,2016/8/1 21:11,2016/8/1 21:21,330,1,18688880027
1024,1017,4,1501,1022,295,10,295,2016/8/27 19:06,2016/8/27 19:21,330,1,18688880036
763,1135,4,1484,1005,296,7,296,2016/8/31 18:05,2016/8/31 18:09,330,1,18688880121
888,1113,4,1484,1005,297,8,297,2016/8/21 13:43,2016/8/21 13:46,330,1,18688880313
886,1292,3,1483,1004,298,8,298,2016/8/13 13:04,2016/8/13 13:22,330,1,18688880491
